rates,server_cpu_usage,client_cpu_usage,session_rate,bw_util,connected_cons,failure_rate,client_timeout_rate,other_rate
24.0,13.208848080133572,73.64611018363937,22.51718636693233,8897.181422351234,2984.734397677794,0.0,0.0,0.0
48.0,26.373634840871013,137.209296482412,47.96919786096254,18453.12731550805,6246.943315508022,0.0,0.0,0.0
72.0,39.99443886097153,191.03251256281405,71.9717647058824,27779.137925133677,9362.977540106953,0.0,0.0,0.0
96.0,53.40716917922937,248.36428810720255,96.06240520043318,36999.13989165759,12486.708559046587,0.0,0.0,0.0
120.0,65.83524288107202,318.74375209380213,119.96663101604287,46026.22973262034,15608.124064171123,0.0,0.0,0.0
144.0,73.19091819699504,512.4445742904837,143.95122994652365,55324.94361497324,18727.68770053476,0.0,0.0,0.0
168.0,86.68085427135667,612.3742378559464,168.00000000000023,64311.42930481293,21849.651336898394,0.0,0.0,0.0
192.0,93.07520938023448,1006.9067504187606,191.84598930481286,73390.74712299474,25020.898395721924,0.0,0.0,0.0
216.0,166.15505843071801,1201.8103672787981,199.30400866738896,75942.37807150595,31844.12567713976,0.3226782293032167,0.3226782293032167,0.0
240.0,179.37415692821358,1193.871235392322,204.9532314923617,75260.8608225617,36555.69447708578,8.620689655172415,8.620689655172415,0.0
264.0,178.17090452261326,1196.0286767169196,205.07317073170714,71976.42439024392,38833.32682926829,17.86084322945724,17.86084322945724,0.0
288.0,162.28795955882356,1175.4986948529413,227.5127819548872,81747.15237139276,39911.683814303644,20.576645212137134,20.576645212137134,0.0
312.0,149.4686934673367,1180.598827470685,220.56214285714296,78530.55520572446,39470.57602862254,26.93753710177429,26.93753710177429,0.0
336.0,143.08227805695134,1168.631541038527,206.00588235294094,78911.28882352934,37353.882352941175,36.746084138510476,36.746084138510476,0.0
360.0,105.43983766233774,1167.297110389611,230.2655319148936,86838.41276595743,40509.66808510639,41.31133490464967,41.31133490464967,0.0
384.0,115.97170854271344,1142.8372529313244,228.379856115108,91245.15841726618,40135.72661870503,54.803073967339095,54.74970647881311,0.0
408.0,156.0905862646567,1184.7246231155764,201.93867028493895,78859.09255434787,41284.157608695656,59.60298220738233,59.424598636966564,0.0
432.0,122.8898157453938,1184.8994807370177,173.70000000000005,79065.83500000004,37079.125,73.44451856793418,71.99466310873916,0.0
456.0,105.26973199329989,1163.9771189279736,289.22968197879874,113578.81617021275,48479.87234042553,53.121345686786,50.85904470630566,0.0
480.0,121.06383584589605,1163.939463986602,237.33760932944602,101991.55578947368,44808.0350877193,66.36725701211762,65.16820608423015,0.0
504.0,89.30001675041862,1189.1785259631495,93.35909943714822,75175.00188679242,33918.49811320755,86.09741520992081,81.45076946063051,0.0
528.0,96.99088777219445,1180.7516917922953,36.18260869565217,53055.64608695653,27759.04347826087,89.48793785411395,83.78648041905713,0.0
552.0,0.0,1196.1794137353436,9.481967213114755,4528.8570491803275,14580.196721311477,84.67561521252796,84.67561521252796,0.0
576.0,0.22474123539232058,1195.344307178632,86.08484848484846,41352.93696969696,28812.606060606056,88.59876743431722,85.4849172883555,0.0
600.0,0.04010050251256282,1199.9565829145731,126.71020408163265,71904.94775510202,37231.10204081633,86.35018214936248,84.209927140255,0.0
